annee,trimestre,date,fournisseur,description,montant
2005,3,04-10-2005,I S E Research Ltd,Électronique (R&D),235107.0
2005,3,04-10-2005,"IDEXX Laboratories, Inc.",Équipement et approvisionnements de laboratoire,12359.0
2005,3,04-10-2005,Les Constructions CR,"SERVICES DE CONSTRUCTION, N.E.A.",10470.0
2005,3,04-10-2005,Lifestyle Equipment (2002) Ltd.,Équipements d'athlétisme et de sport,14122.0
2005,3,04-10-2005,LOCKHEED MARTIN AIRCRAFT & LOGISTICS CENTERS,"Roulements anti-frottement, non-montés",23682.0
2005,3,04-10-2005,MCL Power Inc.,Travaux d'entreprises de construction spécialisées,595000.0
2005,3,04-10-2005,Nova Networks Inc.,Dispositifs TAD d'entrée-sortie et de mémoire,16963.0
2005,3,04-10-2005,Nova Scotia Community College,Formation professionnelle et technique,87087.0
2005,3,04-10-2005,Odyssey Consulting Limited,Formation professionnelle et technique,40710.0
2005,3,04-10-2005,Patlon Aircraft & Industries Limited,Roues et dispositifs de freinage pour aéronefs,31390.0
2005,3,04-10-2005,Presentey Engineering Products Limited,Matériel de télétype et de télécopie,11104.0
2005,3,04-10-2005,Province of New Brunswick,Formation en gestion,44045.0
2005,3,04-10-2005,RM STORAGE PRODUCTS LTD,Bâtiments préfabriqués et démontables,24989.0
2005,3,04-10-2005,Simex Equipment Inc,Chaudières industrielles,42500.0
2005,3,04-10-2005,Simex Equipment Inc,"Douilles, bagues, cales et bagues d'espacement",17520.0
2005,3,04-10-2005,STERIS Canada Inc.,Équipement et approvisionnements de laboratoire,36179.0
2005,3,04-10-2005,Superport Marine Services Limited,Affrètement de navires et soutien,33350.0
2005,3,04-10-2005,Trent University,Domaine militaire (R&D),365750.0
2005,3,04-10-2005,Unisource Technology Inc,Convertisseurs de couple et changeurs de vitesse,271438.0
2005,3,04-10-2005,"Voyer, Alain",Services d'architecture et de génie - liés à la construction,78515.0
2005,3,04-10-2005,"Whitaker Brothers, Inc.",Machines de bureau diverses,15392.0
2005,3,04-10-2005,Zandstra Consultants Ltd.,Etudes de génie,15000.0
2005,3,04-10-2005,The Dollco Corp,Services professionnels,10953.89
2005,3,05-10-2005,3271013 CANADA INC.,"Instruments d'optique, matériel d'essai, composants et accessoires",17682.0
2005,3,05-10-2005,721661 ONTARIO INC.,"Caméra, vidéo",10563.0
2005,3,05-10-2005,Advanced Military Logistics Corporation,"Filtres à air et à huile des moteurs, tamis et nettoyeurs, sauf pour aéronefs",21323.0
2005,3,05-10-2005,Ajilon Canada Inc.,"Services professionnels, informatique",42721.09
2005,3,05-10-2005,Auresco Consulting Inc. Joint Venture,"Services de recherche d'information, base de données",88971.0
2005,3,05-10-2005,CENTRE DE CONDITIONNEMENT PHYSIQUE ATLANTIS INC.,Équipements d'athlétisme et de sport,107966.0
2005,3,05-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",10117.0
2005,3,05-10-2005,Daimler Chrysler Canada Inc.,Véhicules à moteur de tourisme,25077.0
2005,3,05-10-2005,Daimler Chrysler Canada Inc.,"Camions et tracteurs de semi-remorques, sur roues",25063.0
2005,3,05-10-2005,Der Graphics Inc/Graphiques Der Inc,Impression d'enveloppes,11743.0
2005,3,05-10-2005,Dessau-Soprin (Quebec),Services d'architecture et de génie - liés à la construction,11453.0
2005,3,05-10-2005,DETROIT DIESEL ALLISON CANADA EAST (1995),"Engrenages, poulies, pignons et chaînes de transmission",17107.0
2005,3,05-10-2005,Eagle-Picher Energy Products Corp.,Éléments de piles,15280.0
2005,3,05-10-2005,FN HERSTAL S A,"Bouches à feu, jusqu'à 30 mm",141614.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",27366.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",27365.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",54701.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",58825.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",109401.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",26115.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",109401.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",26115.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",29395.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",117650.0
2005,3,05-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",109401.0
2005,3,05-10-2005,G & M Development Limited,Travaux de pose d'installations,58210.0
2005,3,05-10-2005,Gander Electrical & Mechanical Limited,Travaux de pose d'installations,71300.0
2005,3,05-10-2005,GBC Canada Inc.,"Machine à laminer, type bureau",16708.0
2005,3,05-10-2005,General Motors of Canada Limited,"Camions et tracteurs de semi-remorques, sur roues",110069.0
2005,3,05-10-2005,H.M. Sardinha Architect Inc.,Etudes de génie,24353.95
2005,3,05-10-2005,HMJ Consulting Limited,Services d'architecture et de génie - Non liés à la construction,78962.0
2005,3,05-10-2005,Hôtel Mont Ste-Anne,"Réunions, conférences et conventions",11676.81
2005,3,05-10-2005,J.H.T. ELECTRONICS LTD.,"Soupapes et robinets, à commande électromécanique ou hydraulique",12987.0
2005,3,05-10-2005,Les Entreprises Alfred Boivin inc.,Travaux d'excavation,17177.0
2005,3,05-10-2005,Liftking Industries Inc.,"Camions et tracteurs automoteurs, d'entrepôts",65570.0
2005,3,05-10-2005,Maxxam Analytique (Lachine),Études environnementales,30035.0
2005,3,05-10-2005,Minto Place Suite Hotel,"Hôtels, motels et logements commerciaux",43396.11
2005,3,05-10-2005,Narrow Gauge Contracting Ltd,Travaux de préparation des sites et chantiers de construction,118620.0
2005,3,05-10-2005,National Test Pilot School,Formation professionnelle et technique,12000.0
2005,3,05-10-2005,Noble Builders & Renovators Ltd.,Travaux de pose d'installations,137500.0
2005,3,05-10-2005,"Norr Limited, Architects & (Kingston)",Services d'architecture et de génie - liés à la construction,59450.0
2005,3,05-10-2005,Ogilvie Construction,Travaux de pose d'installations,149340.0
2005,3,05-10-2005,OnX Enterprise Solutions Inc,Équipement de traitement automatique de configuration de système,99259.0
2005,3,05-10-2005,Simex Equipment Inc,"Convertisseurs électriques, statiques",18830.0
2005,3,05-10-2005,Sita Canada Inc Div: Serv. Env. AES,Services environnementaux,22436.0
2005,3,05-10-2005,TREE WORKS LIMITED,Services de lutte contre les mauvaises herbes et les broussailles,54625.0
2005,3,05-10-2005,TRITON ELICS INTERNATIONAL INC,Logiciel TAI,10326.0
2005,3,05-10-2005,Unisource Technology Inc,"Câbles, cordons et fils électriques équipés, équipement de télécommunication",17214.0
2005,3,05-10-2005,Unisource Technology Inc,Piles rechargeables,109033.0
2005,3,06-10-2005,ACI Instrumentation Limited,Enregistreurs,18631.0
2005,3,06-10-2005,ACMG MANAGEMENT INC,Services de soutien logistique (transport et défense) - publications et gestion des données,217510.0
2005,3,06-10-2005,Aircraft Appliances and Equipment Limited,Équipement de climatisation,32831.0
2005,3,06-10-2005,Apparel Trimmings Inc,Vêtements à usage spécial,92111.0
2005,3,06-10-2005,Bebbington Industries Incorporated,Produits et préparations pour nettoyer et polir,19516.0
2005,3,06-10-2005,Bruel & Kjaer North America Inc.,Instruments de mesure et d'essai de propriétés électriques et électroniques,20155.0
2005,3,06-10-2005,C. A. Reiche & Sons Limited,Mobiliers et accessoires divers d'ameublement domestique et commercial,17936.0
2005,3,06-10-2005,CAE INC,Équipement photographique et accessoires,179297.0
2005,3,06-10-2005,CBCL Limited (Halifax),Études environnementales,48645.0
2005,3,06-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",95902.0
2005,3,06-10-2005,"Draeger Medical Canada, Inc","Instruments, équipements et approvisionnements médicaux et chirurgicaux",11187.0
2005,3,06-10-2005,EMC CORPORATION OF CANADA,Logiciel TAI,339750.0
2005,3,06-10-2005,EQUIPEMENT MILITAIRE MIL-QUIP INC.,Quincaillerie commerciale,10064.0
2005,3,06-10-2005,Fleetway Inc.,Services de soutien logistique (transport et défense) - publications et gestion des données,385714.0
2005,3,06-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",27678.0
2005,3,06-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",88185.0
2005,3,06-10-2005,Les Industries Motor Coach Ltée,Services d'autobus,21507.0
2005,3,06-10-2005,MAN Nutzfahrzeuge Osterreich AG,"Composants du système de refroidissement des moteurs, sauf pour aéronefs",40592.0
2005,3,06-10-2005,Metro-Sud Gaz Naturel Services Inc,Travaux de pose d'installations,14750.0
2005,3,06-10-2005,Nova Scotia Community College,"Instruments optiques de visée et de télémétrie, électriques et électroniques",11500.0
2005,3,06-10-2005,Promaxis Systems Inc.,Services de soutien logistique (transport et défense) - publications et gestion des données,74996.0
2005,3,06-10-2005,SAS Institute (Canada) Inc.,"Services professionnels et d'experts-conseils, en informatique, formation",21935.0
2005,3,06-10-2005,Seprotech Systems Inc.,Équipement de chauffage des locaux et de l'eau,11100.0
2005,3,06-10-2005,Simex Equipment Inc,Joints et garnitures,17129.0
2005,3,06-10-2005,The Drafting Clinic Canada Limited,"Imprimantes page par page, à laser - entretien",21400.0
2005,3,06-10-2005,TREMCOUR NEUTROTEST INC,Appareils cinématographiques,61386.0
2005,3,06-10-2005,Unisource Technology Inc,Résistances,18960.0
2005,3,06-10-2005,Unisource Technology Inc,Matériel de services au sol des aéronefs,159088.0
2005,3,06-10-2005,Université d'Ottawa,Mesure de la quantité de travail,77040.0
2005,3,06-10-2005,VA TECH HYDRO CANADA INC.,Recherches et appui techniques systèmes acoustiques et sous-marins (matériel/logiciel),160500.0
2005,3,07-10-2005,Atlantic Mediaworks Ltd,Services de production de vidéo,45805.0
2005,3,07-10-2005,Basin Contracting,Travaux d'achèvement et de finition des bâtiments,673000.0
2005,3,07-10-2005,Bouty inc.,Meubles de bureau,24011.0
2005,3,07-10-2005,BUBBLE Technology Industries Inc,Domaine militaire (R&D),1041195.0
2005,3,07-10-2005,CAE INC,Pompes à moteur et pompes à main,20680.0
2005,3,07-10-2005,Carvery's Painting Limited,Travaux de pose d'installations,95000.0
2005,3,07-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",49495.0
2005,3,07-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",49622.0
2005,3,07-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",33762.0
2005,3,07-10-2005,Denko Mechanical Ltd.,Travaux de construction de bâtiments,23862.17
2005,3,07-10-2005,Denmar Energy Services Ltd,Travaux de construction d'ouvrages de génie civil,43510.0
2005,3,07-10-2005,DEPRO GVB INCORPORATED,"Bouches à feu, de 75 mm jusqu'à 125 mm",13851.0
2005,3,07-10-2005,"EDO Corporation, Antenna Products and Technologies","Antennes, guides d'ondes et équipement connexe",51000.0
2005,3,07-10-2005,EMS Technologies Canada Ltd,Travaux de pose d'installations,16898.0
2005,3,07-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",35275.0
2005,3,07-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",29195.0
2005,3,07-10-2005,General Dynamics Land Systems - Canada Corporation,"Véhicules de combat et d'assaut et véhicules tactiques, sur roues",12473.0
2005,3,07-10-2005,General Motors of Canada Limited,"Camions et tracteurs de semi-remorques, sur roues",48227.0
2005,3,07-10-2005,General Motors of Canada Limited,"Camions et tracteurs de semi-remorques, sur roues",32927.0
2005,3,07-10-2005,Lockheed Martin Canada Inc.,Instruments de mesure et d'essai de propriétés électriques et électroniques,3193743.0
2005,3,07-10-2005,MCDONNEL DOUGLAS AEROSPACE EAST,Composants structuraux de cellules,18431.0
2005,3,07-10-2005,MGI Limited (Dartmouth),Services environnementaux,46962.8
2005,3,07-10-2005,Midhurst Roofing Limited,Travaux de couverture et d'imperméabilisation,27820.0
2005,3,07-10-2005,NexInnovations Inc.,"Étagères, réservoirs et tablettes en métal",19100.0
2005,3,07-10-2005,P.E.B. Ltee,Travaux d'entreprises de construction spécialisées,168000.0
2005,3,07-10-2005,Patlon Aircraft & Industries Limited,"Raccords pour tuyaux souples, tuyaux, tubes, et rampes et balustrades et raccords de graissage",39649.0
2005,3,07-10-2005,Raylec Power Ltd.,Travaux de pose d'installations,105537.0
2005,3,07-10-2005,RFD Beaufort Limited,Services de sécurité commerciaux et services connexes,143142.0
2005,3,07-10-2005,SEI Industries Ltd.,Réservoirs d'emmagasinage,26346.0
2005,3,07-10-2005,Simex Equipment Inc,Quincaillerie et fournitures électriques,10914.0
2005,3,07-10-2005,Sprung Instant Structures (Eastern) Ltd.,Travaux d'entreprises de construction spécialisées,32460.0
2005,3,07-10-2005,T.M.S. Ltd.,"Composants du système électrique des moteurs, sauf pour aéronefs",25241.0
2005,3,07-10-2005,TeraMach Technologies Inc.,Dispositifs TAD d'entrée-sortie et de mémoire,23414.0
2005,3,07-10-2005,TeraMach Technologies Inc.,Fournitures d'informatique,23414.0
2005,3,07-10-2005,The Peake of Catering Ltd.,"Services de consultation, N.E.A.",42165.0
2005,3,07-10-2005,Thermo Electron (Calgary) Limited,Génératrices électriques et groupes électrogènes - réparation,22002.0
2005,3,07-10-2005,UNITED STATES DEPARTMENT OF THE ARMY (USASAC),"Munitions, jusqu'à 30 mm",34043.0
2005,3,07-10-2005,Wayne McKever Irrigation,Irrigation et contrôle des inondations,14142.0
2005,3,07-10-2005,ATLANTIC MEDIAWORKS,Services professionnels,13564.25
2005,3,07-10-2005,ATLANTIC MEDIAWORKS,Services professionnels,16100.0
2005,3,07-10-2005,ATLANTIC MEDIAWORKS,Services professionnels,16100.0
2005,3,10-10-2005,Groupe Compass (Québec) Ltée,"Réunions, conférences et conventions",11032.99
2005,3,11-10-2005,Contrat,Relais et solénoïdes,31337.0
2005,3,11-10-2005,Acklands - Grainger Inc.,Composants d'équipement pour la réfrigération et la climatisation,13482.0
2005,3,11-10-2005,Ahearn & Soper inc,Équipements de sécurité des télécommunications et composants,977648.0
2005,3,11-10-2005,B & B Security Locksmithing Limited,Quincaillerie commerciale,10706.0
2005,3,11-10-2005,Canadian Nuclear Safety Services Inc.,Enlèvement et élimination de substances dangereuses - Secteur construction,10486.0
2005,3,11-10-2005,City Signs & Canvas Shop(2005) Inc,"Draperies, tentes et stores - installation",13375.0
2005,3,11-10-2005,Daimler Chrysler Canada Inc.,Véhicules à moteur de tourisme,37324.0
2005,3,11-10-2005,Daimler Chrysler Canada Inc.,"Camions et tracteurs de semi-remorques, sur roues",21803.0
2005,3,11-10-2005,Datex-Ohmeda (Canada) Inc.,Équipement et approvisionnements de laboratoire,248452.0
2005,3,11-10-2005,DUCOMMUN TECHNOLOGIES INC,Dispositifs d'éclairage électrique intérieur et extérieur,38520.0
2005,3,11-10-2005,Flynn Canada Ltd (Surrey),Travaux d'entreprises de construction spécialisées,806680.0
2005,3,11-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",27292.0
2005,3,11-10-2005,General Motors of Canada Limited,"Camions et tracteurs de semi-remorques, sur roues",32927.0
2005,3,11-10-2005,Harold Sutherland Construction Ltd.,Travaux de bétonnage,47641.0
2005,3,11-10-2005,Jaymar Diesel Ltd.,"Raccords pour tuyaux souples, tuyaux, tubes, et rampes et balustrades et raccords de graissage",12139.0
2005,3,11-10-2005,Kabar Industries Limited,"Alimentation, équipement d'essai électrique, haute tension",23433.0
2005,3,11-10-2005,MATRIX VIDEO COMMUNICATIONS CORP.,Équipement d'enregistrement et de production vidéo - location,10181.0
2005,3,11-10-2005,Morin Isolation & Toitures Ltee,Travaux d'entreprises de construction spécialisées,29600.0
2005,3,11-10-2005,Mustang Survival Corp.,Quincaillerie commerciale,14317.0
2005,3,11-10-2005,Pépinière Brown Inc.,"Services technique, ingénieur, et entretien (STIE)",15515.0
2005,3,11-10-2005,Pino consultants inc.,Domaine militaire (R&D),26737.0
2005,3,11-10-2005,Rapid-Span Structures Ltd.,Produits de béton manufacturé,20972.0
2005,3,11-10-2005,SCIM Enr.,"Services technique, ingénieur, et entretien (STIE)",24824.0
2005,3,11-10-2005,Siemens Canada Ltd.,Génératrices électriques et groupes électrogènes - réparation,51750.0
2005,3,11-10-2005,Strongco Inc.,Tracteurs sur roues,253035.0
2005,3,11-10-2005,TITAN PULSE SCIENCES DIVISION,"Calibreurs, équipement d'essai électronique",40340.0
2005,3,11-10-2005,TITAN PULSE SCIENCES DIVISION,Entrepreneurs en revêtements de sol,43218.0
2005,3,11-10-2005,Trellcan Limited,Équipement de chauffage des locaux et de l'eau,68733.0
2005,3,11-10-2005,TSI Medical Ltd.,Trousses médicales de campagne à réapprovisionner,11614.0
2005,3,11-10-2005,Unisource Technology Inc,"Soupapes et robinets, à commande directe",34893.0
2005,3,11-10-2005,Web Age Solutions,Formation en informatique,11235.0
2005,3,12-10-2005,Acklands - Grainger Inc,Armoires de rangement,20789.0
2005,3,12-10-2005,Adam Kasprzak Surveying Ltd,Études environnementales,17125.0
2005,3,12-10-2005,ADRIEN DESBIENS & FILS CONSTRUCTION LTEE,"Services de construction, N.E.A.",23326.0
2005,3,12-10-2005,Allwest Commercial Furnishings,"Fauteuil, pliant, métal, domestique",21040.0
2005,3,12-10-2005,American Productivity & Quality Center,Services commerciaux,12000.0
2005,3,12-10-2005,Apparel Trimmings Inc,Écussons et insignes,27734.0
2005,3,12-10-2005,Artificial Intelligence Management and Development Corporation,Domaine militaire (R&D),195942.0
2005,3,12-10-2005,C J's Prolawn Care Inc.,Déblaiement et enlèvement de la neige,10700.0
2005,3,12-10-2005,Castle Rock Construction (Saint John),Travaux de construction d'ouvrages de génie civil,4634038.0
2005,3,12-10-2005,CO TAL CO INC,Revision de textes en Anglais - Activité de rédaction,24644.0
2005,3,12-10-2005,Columbia Fuels,"Huile calorifuge, électrique CSA-C50-76",12603.0
2005,3,12-10-2005,Construction GCP Inc.,"Services technique, ingénieur, et entretien (STIE)",18511.0
2005,3,12-10-2005,Dexter Construction Company Limited,Travaux de préparation des sites et chantiers de construction,722500.0
2005,3,12-10-2005,"Erin Kathleen Avantini, James F. Avantini, Darryl C. Ray Op. The Butle",Services de traiteur,16552.0
2005,3,12-10-2005,G & M Development Limited,Travaux de pose d'installations,92420.0
2005,3,12-10-2005,Goldie Mohr Ltd,Travaux de préparation des sites et chantiers de construction,489000.0
2005,3,12-10-2005,GRAFLEX INC,"Bouches à feu, jusqu'à 30 mm",51426.0
2005,3,12-10-2005,MARTIN BAKER AIRCRAFT CORPORATION,Accessoires et composants divers pour aéronefs,13124.0
2005,3,12-10-2005,MARTIN BAKER AIRCRAFT CORPORATION,Accessoires et composants divers pour aéronefs,20228.0
2005,3,12-10-2005,MARTIN BAKER AIRCRAFT CORPORATION,Accessoires et composants divers pour aéronefs,13975.0
2005,3,12-10-2005,Pellemon Inc,Services d'architecture et de génie - liés à la construction,13164.0
2005,3,12-10-2005,PIECES D'AVIONS INTER-NATIONALES M H D (1994) INC,Vis,11770.0
2005,3,12-10-2005,ROBERT C BRAUN,Traitement des eaux usées,17655.0
2005,3,12-10-2005,RTI RESEARCH LTD.,"Bouches à feu, jusqu'à 30 mm",64123.0
2005,3,12-10-2005,Russell Food Equipment (Calgary) Limited,Équipement et accessoires de cuisine - réparation et révision,38520.0
2005,3,12-10-2005,Services d'approvisionnement Miltech Procurement Services Limited,Composants structuraux de cellules,12541.0
2005,3,12-10-2005,Strescon Ltd. (Bedford),Produits de béton manufacturé,20930.0
2005,3,12-10-2005,Taylor Flooring Limited,Travaux de pose d'installations,291484.0
2005,3,12-10-2005,The CORD Group Limited,Océanographie (R&D),13718.0
2005,3,12-10-2005,True Dimensions Contracting Ltd,Travaux de construction d'ouvrages de génie civil,51750.0
2005,3,12-10-2005,Unisource Technology Inc,"Équipement de climatisation, de chauffage et de pressurisation d'aéronefs",45521.0
2005,3,12-10-2005,VFA Canada Incorporated,Logiciel TAI,13455.0
2005,3,12-10-2005,SEABRIDGE INTERNATIONAL SHIPPING,Affrètement de navires et soutien,110817.5
2005,3,12-10-2005,Tri-Graphic Printing Limited,Services professionnels,45571.3
2005,3,12-10-2005,Seabridge International,Bateau,109632.41
2005,3,13-10-2005,North Ontario Food Sales,Soutien pour logement et/ou aliments,10700.0
2005,3,13-10-2005,A Kulpe Lumber Sales (1978) Ltd,Logiciel TAI,10754.0
2005,3,13-10-2005,Albiani Construction Ltd,Travaux de construction de bâtiments,22900.0
2005,3,13-10-2005,BAE Systems Information Technology LLC.,Dispositifs TAD d'entrée-sortie et de mémoire,149962.0
2005,3,13-10-2005,Cantec Systems Limited,Piles rechargeables,10499.0
2005,3,13-10-2005,Carvery's Painting Limited,Travaux d'achèvement et de finition des bâtiments,93960.0
2005,3,13-10-2005,Clifton Associates Ltd. (Regina),"Autres services de contrôle de la qualité, d'essai, d'inspection et de représentants techniques",100000.0
2005,3,13-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",10650.0
2005,3,13-10-2005,DNE TECHNOLOGIES INC,"Panneaux d'assemblages électriques et électroniques, cartes et matériel connexe",20125.0
2005,3,13-10-2005,"FORD MOTOR COMPANY OF CANADA, LIMITED/FORD DU CANADA LIMITEE","Camions et tracteurs de semi-remorques, sur roues",33878.0
2005,3,13-10-2005,HIAB LTD.,Équipement de lubrification et de distribution de carburant,10811.0
2005,3,13-10-2005,IHS CANADA,Logiciel TAI,70554.0
2005,3,13-10-2005,J.H.T. ELECTRONICS LTD.,Équipement de lutte contre l'incendie,17379.0
2005,3,13-10-2005,J.H.T. ELECTRONICS LTD.,Joints et garnitures,16405.0
2005,3,13-10-2005,J.W. Lindsay Enterprises Limited,Travaux de construction d'ouvrages de génie civil,29225.0
2005,3,13-10-2005,Kone Inc,Monte-charge - réparation,64200.0
2005,3,13-10-2005,NATIONAL SECURITY AGENCY (NSA),Équipements de sécurité des télécommunications et composants,306237.0
2005,3,13-10-2005,Oceanview Mechanical Ltd.,Travaux d'entreprises de construction spécialisées,39593.0
2005,3,13-10-2005,R NICHOLLS DISTRIBUTORS INC LE,Équipement individuel,818550.0
2005,3,13-10-2005,REFLEX ANALYTICAL CORPORATION,Équipement et approvisionnements de laboratoire,10145.0
2005,3,13-10-2005,SANI-INTERNATIONAL TECHNOLOGY ADVISORS INC,Logiciel TAI,60228.0
2005,3,13-10-2005,Spill Management Inc.,Cours de formation sur la prévention des accidents,24931.0
2005,3,13-10-2005,Stryker Canada LP,"Instruments, équipements et approvisionnements médicaux et chirurgicaux",17928.0
2005,3,13-10-2005,THALES CANADA INC.,"Matériel de communications radio et télévisuel, sauf aéroporté",10123.0
2005,3,13-10-2005,The Response Group,Services professionnels,11620.0
2005,3,13-10-2005,Twin City Painting (1979) Limited,Travaux d'achèvement et de finition des bâtiments,98900.0
2005,3,13-10-2005,Volvo Motor Graders Limited,Équipement de terrassement et d'excavation,263514.0
2005,3,13-10-2005,WEBB RESEARCH CORPORATION,Services d'ingénierie,38353.0
2005,3,13-10-2005,Cinnabar Networks Inc.,"Services professionnels, informatique",73594.6
2005,3,13-10-2005,Cinnabar Networks Inc.,"Services professionnels, informatique",51231.6
2005,3,14-10-2005,Contrat,Composants des transmissions de puissance des véhicules,13508.0
2005,3,14-10-2005,AEREX Avionics Inc/AEREX avionique inc,Domaine militaire (R&D),160495.0
2005,3,14-10-2005,Agilent Technologies Canada Inc.,Instruments de mesure et d'essai de propriétés électriques et électroniques,311923.0
2005,3,14-10-2005,Aircraft Appliances and Equipment Limited,"Centrifugeurs, séparateurs et filtres à pression et à vide",33134.0
2005,3,14-10-2005,Bednarski Booth Architects limited,Services d'architecture et de génie - liés à la construction,10450.0
2005,3,14-10-2005,Behlman Electronics Inc.,"Convertisseurs électriques, statiques",14238.0
2005,3,14-10-2005,Coranco Corporation Limited,Outils à main et ustensiles de cuisine,29885.0
2005,3,14-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",25642.0
2005,3,14-10-2005,Cossette Communication Inc.,"Services de publicité, achat de média d'information",266280.0
2005,3,14-10-2005,Craigen Construction Company,Travaux de construction de bâtiments,28050.0
2005,3,14-10-2005,Cumming & Dobbie (1986) Ltd,Tracteurs sur roues,10786.0
2005,3,14-10-2005,David Clark Company Inc,"Casques d'écoute, combinés, microphones et haut-parleurs",73668.0
2005,3,14-10-2005,Distribution Tremblay et Gagnon Inc.,Travaux d'entreprises de construction spécialisées,78505.0
2005,3,14-10-2005,Don Mann Excavating Ltd.,Travaux de construction d'ouvrages de génie civil,122389.0
2005,3,14-10-2005,E Sim Games,"Logiciel, applications militaires, planification d'urgence civile - micro-ordinateurs seulement",43200.0
2005,3,14-10-2005,E.F. Moon Construction Ltd.,Travaux de préparation des sites et chantiers de construction,175000.0
2005,3,14-10-2005,Electro Diagnostic Inc. OP,"Instruments, équipements et approvisionnements médicaux et chirurgicaux",30099.0
2005,3,14-10-2005,Equipement Glesco Equipment inc,Remorques et semi-remorques,130393.0
2005,3,14-10-2005,Fiest Enterprises Ltd,Travaux de construction de bâtiments,79506.0
2005,3,14-10-2005,GREG LEWIS,Boîtes à outils et à quincaillerie,12856.0
2005,3,14-10-2005,Innovision Consulting Inc.,Logiciel TAI,82149.0
2005,3,14-10-2005,IRVIN AEROSPACE CANADA LTD,Parachutes et équipement de distribution et de ramassage aériens de récupération et d'arrimage,12185.0
2005,3,14-10-2005,Location Prince Inc.,Services d'exploitation et d'entretien d'installations techniques et scientifiques,10170.0
2005,3,14-10-2005,Maxxam Analytique (Lachine),Études environnementales,35250.0
2005,3,14-10-2005,Patlon Aircraft & Industries Limited,"Raccords pour tuyaux souples, tuyaux, tubes, et rampes et balustrades et raccords de graissage",59756.0
2005,3,14-10-2005,PEERLESS GARMENTS LTD.,Vêtements à usage spécial,36068.0
2005,3,14-10-2005,Philips Electronics Ltd,"Instruments, équipements et approvisionnements médicaux et chirurgicaux",21641.0
2005,3,14-10-2005,Polar Bear Software Corporation,Développement de la formation et des programmes d'études,21400.0
2005,3,14-10-2005,Promo Graphix,Services professionnels,10140.0
2005,3,14-10-2005,Shield Technologies Corporation,Équipement de navire et matériel naval,97475.0
2005,3,14-10-2005,Spatial Geo-Link Limited,Logiciel TAI,10140.0
2005,3,14-10-2005,Sugar Shack Construction,Déblaiement et enlèvement de la neige,90448.0
2005,3,14-10-2005,Unisource Technology Inc,"Composants de freins, de direction d'essieux, de roues et chenilles de véhicules",25208.0
2005,3,14-10-2005,UNITED STATES DEPARTMENT OF THE AIR FORCE (AFSAC),Logiciel TAI,260000.0
